GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CBC001
"G4201290035","1970","Pennsylvania","42","Westmoreland","129","Bolivar Borough","035",,,,,"6280",,,,,,,"Bolivar Borough",668
"G4201290040","1970","Pennsylvania","42","Westmoreland","129","Cook Township","040",,,,,"6280",,,,,,,"Cook Township",1808
"G4201290043","1970","Pennsylvania","42","Westmoreland","129","Delmont Borough","043",,,,,"6280",,,,,,,"Delmont Borough",1934
"G4201290045","1970","Pennsylvania","42","Westmoreland","129","Derry Borough","045",,,,,"6280",,,,,,,"Derry Borough",3338
"G4201290050","1970","Pennsylvania","42","Westmoreland","129","Derry Township","050",,,,,"6280",,,,,,,"Derry Township",15902
"G4201290055","1970","Pennsylvania","42","Westmoreland","129","Donegal Borough","055",,,,,"6280",,,,,,,"Donegal Borough",255
"G4201290060","1970","Pennsylvania","42","Westmoreland","129","Donegal Township","060",,,,,"6280",,,,,,,"Donegal Township",1620
"G4201290065","1970","Pennsylvania","42","Westmoreland","129","East Huntingdon Township","065",,,,,"6280",,,,,,,"East Huntingdon Township",7234
"G4201290070","1970","Pennsylvania","42","Westmoreland","129","East Vandergrift Borough","070",,,,,"6280",,,,,,,"East Vandergrift Borough",1167
"G4201290075","1970","Pennsylvania","42","Westmoreland","129","Export Borough","075",,,,,"6280",,,,,,,"Export Borough",1402
"G4201290080","1970","Pennsylvania","42","Westmoreland","129","Fairfield Township","080",,,,,"6280",,,,,,,"Fairfield Township",1893
"G4201290085","1970","Pennsylvania","42","Westmoreland","129","Franklin Township","085",,,,,"6280",,,,,,,"Franklin Township",12244
"G4201290090","1970","Pennsylvania","42","Westmoreland","129","Greensburg City","090",,,,,"6280",,,,,,,"Greensburg City",15870
"G4201290095","1970","Pennsylvania","42","Westmoreland","129","Hempfield Township","095",,,,,"6280",,,,,,,"Hempfield Township",39196
"G4201290100","1970","Pennsylvania","42","Westmoreland","129","Hunker Borough","100",,,,,"6280",,,,,,,"Hunker Borough",375
"G4201290105","1970","Pennsylvania","42","Westmoreland","129","Hyde Park Borough","105",,,,,"6280",,,,,,,"Hyde Park Borough",729
"G4201290110","1970","Pennsylvania","42","Westmoreland","129","Irwin Borough","110",,,,,"6280",,,,,,,"Irwin Borough",4059
"G4201290115","1970","Pennsylvania","42","Westmoreland","129","Jeannette City","115",,,,,"6280",,,,,,,"Jeannette City",15209
"G4201290120","1970","Pennsylvania","42","Westmoreland","129","Latrobe Borough","120",,,,,"6280",,,,,,,"Latrobe Borough",11749
"G4201290125","1970","Pennsylvania","42","Westmoreland","129","Ligonier Borough","125",,,,,"6280",,,,,,,"Ligonier Borough",2258
"G4201290130","1970","Pennsylvania","42","Westmoreland","129","Ligonier Township","130",,,,,"6280",,,,,,,"Ligonier Township",6278
"G4201290135","1970","Pennsylvania","42","Westmoreland","129","Lower Burrell City","135",,,,,"6280",,,,,,,"Lower Burrell City",13654
"G4201290140","1970","Pennsylvania","42","Westmoreland","129","Loyalhanna Township","140",,,,,"6280",,,,,,,"Loyalhanna Township",1771
"G4201290145","1970","Pennsylvania","42","Westmoreland","129","Madison Borough","145",,,,,"6280",,,,,,,"Madison Borough",436
"G4201290150","1970","Pennsylvania","42","Westmoreland","129","Manor Borough","150",,,,,"6280",,,,,,,"Manor Borough",2276
"G4201290155","1970","Pennsylvania","42","Westmoreland","129","Monessen City","155",,,,,"6280",,,,,,,"Monessen City",15216
"G4201290160","1970","Pennsylvania","42","Westmoreland","129","Mount Pleasant Borough","160",,,,,"6280",,,,,,,"Mount Pleasant Borough",5895
"G4201290165","1970","Pennsylvania","42","Westmoreland","129","Mount Pleasant Township","165",,,,,"6280",,,,,,,"Mount Pleasant Township",10830
"G4201290170","1970","Pennsylvania","42","Westmoreland","129","New Alexandria Borough","170",,,,,"6280",,,,,,,"New Alexandria Borough",690
"G4201290175","1970","Pennsylvania","42","Westmoreland","129","New Florence Borough","175",,,,,"6280",,,,,,,"New Florence Borough",929
"G4201290180","1970","Pennsylvania","42","Westmoreland","129","New Kensington City","180",,,,,"6280",,,,,,,"New Kensington City",20312
"G4201290190","1970","Pennsylvania","42","Westmoreland","129","North Belle Vernon Borough","190",,,,,"6280",,,,,,,"North Belle Vernon Borough",2916
"G4201290195","1970","Pennsylvania","42","Westmoreland","129","North Huntingdon Township","195",,,,,"6280",,,,,,,"North Huntingdon Township",29443
"G4201290200","1970","Pennsylvania","42","Westmoreland","129","North Irwin Borough","200",,,,,"6280",,,,,,,"North Irwin Borough",1306
"G4201290205","1970","Pennsylvania","42","Westmoreland","129","Oklahoma Borough","205",,,,,"6280",,,,,,,"Oklahoma Borough",1084
"G4201290210","1970","Pennsylvania","42","Westmoreland","129","Penn Borough","210",,,,,"6280",,,,,,,"Penn Borough",735
"G4201290215","1970","Pennsylvania","42","Westmoreland","129","Penn Township","215",,,,,"6280",,,,,,,"Penn Township",13352
"G4201290220","1970","Pennsylvania","42","Westmoreland","129","Rostraver Township","220",,,,,"6280",,,,,,,"Rostraver Township",10525
"G4201290225","1970","Pennsylvania","42","Westmoreland","129","St Clair Township","225",,,,,"6280",,,,,,,"St Clair Township",1507
"G4201290230","1970","Pennsylvania","42","Westmoreland","129","Salem Township","230",,,,,"6280",,,,,,,"Salem Township",6059
"G4201290235","1970","Pennsylvania","42","Westmoreland","129","Scottdale Borough","235",,,,,"6280",,,,,,,"Scottdale Borough",5818
"G4201290240","1970","Pennsylvania","42","Westmoreland","129","Seward Borough","240",,,,,"6280",,,,,,,"Seward Borough",746
"G4201290245","1970","Pennsylvania","42","Westmoreland","129","Sewickley Township","245",,,,,"6280",,,,,,,"Sewickley Township",6735
"G4201290250","1970","Pennsylvania","42","Westmoreland","129","Smithton Borough","250",,,,,"6280",,,,,,,"Smithton Borough",552
"G4201290255","1970","Pennsylvania","42","Westmoreland","129","South Greensburg Borough","255",,,,,"6280",,,,,,,"South Greensburg Borough",3288
"G4201290260","1970","Pennsylvania","42","Westmoreland","129","South Huntingdon Township","260",,,,,"6280",,,,,,,"South Huntingdon Township",6071
"G4201290265","1970","Pennsylvania","42","Westmoreland","129","Southwest Greensburg Borough","265",,,,,"6280",,,,,,,"Southwest Greensburg Borough",3186
"G4201290270","1970","Pennsylvania","42","Westmoreland","129","Suterville Borough","270",,,,,"6280",,,,,,,"Suterville Borough",830
"G4201290275","1970","Pennsylvania","42","Westmoreland","129","Trafford Borough (Part)","275",,,,,"6280",,,,,,,"Trafford Borough (Part)",4288
"G4201290280","1970","Pennsylvania","42","Westmoreland","129","Unity Township","280",,,,,"6280",,,,,,,"Unity Township",18419
"G4201290285","1970","Pennsylvania","42","Westmoreland","129","Upper Burrell Township","285",,,,,"6280",,,,,,,"Upper Burrell Township",1948
"G4201290290","1970","Pennsylvania","42","Westmoreland","129","Vandergrift Borough","290",,,,,"6280",,,,,,,"Vandergrift Borough",7873
"G4201290295","1970","Pennsylvania","42","Westmoreland","129","Washington Township","295",,,,,"6280",,,,,,,"Washington Township",5613
"G4201290300","1970","Pennsylvania","42","Westmoreland","129","West Leechburg Borough","300",,,,,"6280",,,,,,,"West Leechburg Borough",1422
"G4201290305","1970","Pennsylvania","42","Westmoreland","129","West Newton Borough","305",,,,,"6280",,,,,,,"West Newton Borough",3648
"G4201290310","1970","Pennsylvania","42","Westmoreland","129","Youngstown Borough","310",,,,,"6280",,,,,,,"Youngstown Borough",478
"G4201290315","1970","Pennsylvania","42","Westmoreland","129","Youngwood Borough","315",,,,,"6280",,,,,,,"Youngwood Borough",3057
"G4201310005","1970","Pennsylvania","42","Wyoming","131","Braintrim Township","005",,,,,,,,,,,,"Braintrim Township",351
"G4201310010","1970","Pennsylvania","42","Wyoming","131","Clinton Township","010",,,,,,,,,,,,"Clinton Township",658
"G4201310015","1970","Pennsylvania","42","Wyoming","131","Eaton Township","015",,,,,,,,,,,,"Eaton Township",1163
"G4201310020","1970","Pennsylvania","42","Wyoming","131","Exeter Township","020",,,,,,,,,,,,"Exeter Township",601
"G4201310025","1970","Pennsylvania","42","Wyoming","131","Factoryville Borough","025",,,,,,,,,,,,"Factoryville Borough",922
"G4201310030","1970","Pennsylvania","42","Wyoming","131","Falls Township","030",,,,,,,,,,,,"Falls Township",1473
"G4201310035","1970","Pennsylvania","42","Wyoming","131","Forkston Township","035",,,,,,,,,,,,"Forkston Township",223
"G4201310040","1970","Pennsylvania","42","Wyoming","131","Laceyville Borough","040",,,,,,,,,,,,"Laceyville Borough",452
"G4201310045","1970","Pennsylvania","42","Wyoming","131","Lemon Township","045",,,,,,,,,,,,"Lemon Township",701
"G4201310050","1970","Pennsylvania","42","Wyoming","131","Mehoopany Township","050",,,,,,,,,,,,"Mehoopany Township",677
"G4201310055","1970","Pennsylvania","42","Wyoming","131","Meshoppen Borough","055",,,,,,,,,,,,"Meshoppen Borough",482
"G4201310060","1970","Pennsylvania","42","Wyoming","131","Meshoppen Township","060",,,,,,,,,,,,"Meshoppen Township",452
"G4201310065","1970","Pennsylvania","42","Wyoming","131","Monroe Township","065",,,,,,,,,,,,"Monroe Township",1045
"G4201310070","1970","Pennsylvania","42","Wyoming","131","Nicholson Borough","070",,,,,,,,,,,,"Nicholson Borough",877
"G4201310075","1970","Pennsylvania","42","Wyoming","131","Nicholson Township","075",,,,,,,,,,,,"Nicholson Township",737
"G4201310080","1970","Pennsylvania","42","Wyoming","131","North Branch Township","080",,,,,,,,,,,,"North Branch Township",126
"G4201310085","1970","Pennsylvania","42","Wyoming","131","Northmoreland Township","085",,,,,,,,,,,,"Northmoreland Township",767
"G4201310090","1970","Pennsylvania","42","Wyoming","131","Noxen Township","090",,,,,,,,,,,,"Noxen Township",822
"G4201310095","1970","Pennsylvania","42","Wyoming","131","Overfield Township","095",,,,,,,,,,,,"Overfield Township",913
"G4201310100","1970","Pennsylvania","42","Wyoming","131","Tunkhannock Borough","100",,,,,,,,,,,,"Tunkhannock Borough",2251
"G4201310105","1970","Pennsylvania","42","Wyoming","131","Tunkhannock Township","105",,,,,,,,,,,,"Tunkhannock Township",2200
"G4201310110","1970","Pennsylvania","42","Wyoming","131","Washington Township","110",,,,,,,,,,,,"Washington Township",614
"G4201310115","1970","Pennsylvania","42","Wyoming","131","Windham Township","115",,,,,,,,,,,,"Windham Township",575
"G4201330005","1970","Pennsylvania","42","York","133","Carroll Township","005",,,,,"9280",,,,,,,"Carroll Township",2386
"G4201330010","1970","Pennsylvania","42","York","133","Chanceford Township","010",,,,,"9280",,,,,,,"Chanceford Township",3119
"G4201330015","1970","Pennsylvania","42","York","133","Codorus Township","015",,,,,"9280",,,,,,,"Codorus Township",2762
"G4201330020","1970","Pennsylvania","42","York","133","Conewago Township","020",,,,,"9280",,,,,,,"Conewago Township",3719
"G4201330025","1970","Pennsylvania","42","York","133","Cross Roads Borough","025",,,,,"9280",,,,,,,"Cross Roads Borough",163
"G4201330030","1970","Pennsylvania","42","York","133","Dallastown Borough","030",,,,,"9280",,,,,,,"Dallastown Borough",3560
"G4201330035","1970","Pennsylvania","42","York","133","Delta Borough","035",,,,,"9280",,,,,,,"Delta Borough",778
"G4201330040","1970","Pennsylvania","42","York","133","Dillsburg Borough","040",,,,,"9280",,,,,,,"Dillsburg Borough",1441
"G4201330045","1970","Pennsylvania","42","York","133","Dover Borough","045",,,,,"9280",,,,,,,"Dover Borough",1168
"G4201330050","1970","Pennsylvania","42","York","133","Dover Township","050",,,,,"9280",,,,,,,"Dover Township",8975
"G4201330055","1970","Pennsylvania","42","York","133","East Hopewell Township","055",,,,,"9280",,,,,,,"East Hopewell Township",843
"G4201330060","1970","Pennsylvania","42","York","133","East Manchester Township","060",,,,,"9280",,,,,,,"East Manchester Township",1735
"G4201330065","1970","Pennsylvania","42","York","133","East Prospect Borough","065",,,,,"9280",,,,,,,"East Prospect Borough",547
"G4201330070","1970","Pennsylvania","42","York","133","Fairview Township","070",,,,,"9280",,,,,,,"Fairview Township",9248
"G4201330080","1970","Pennsylvania","42","York","133","Fawn Grove Borough","080",,,,,"9280",,,,,,,"Fawn Grove Borough",485
"G4201330082","1970","Pennsylvania","42","York","133","Fawn Township","082",,,,,"9280",,,,,,,"Fawn Township",1309
"G4201330085","1970","Pennsylvania","42","York","133","Felton Borough","085",,,,,"9280",,,,,,,"Felton Borough",425
"G4201330095","1970","Pennsylvania","42","York","133","Franklintown Borough","095",,,,,"9280",,,,,,,"Franklintown Borough",279
"G4201330096","1970","Pennsylvania","42","York","133","Franklin Township","096",,,,,"9280",,,,,,,"Franklin Township",1598
"G4201330100","1970","Pennsylvania","42","York","133","Glen Rock Borough","100",,,,,"9280",,,,,,,"Glen Rock Borough",1600
"G4201330105","1970","Pennsylvania","42","York","133","Goldsboro Borough","105",,,,,"9280",,,,,,,"Goldsboro Borough",576
"G4201330110","1970","Pennsylvania","42","York","133","Hallam Borough","110",,,,,"9280",,,,,,,"Hallam Borough",1825
"G4201330115","1970","Pennsylvania","42","York","133","Hanover Borough","115",,,,,"9280",,,,,,,"Hanover Borough",15623
"G4201330120","1970","Pennsylvania","42","York","133","Heidelberg Township","120",,,,,"9280",,,,,,,"Heidelberg Township",1785
"G4201330125","1970","Pennsylvania","42","York","133","Hellam Township","125",,,,,"9280",,,,,,,"Hellam Township",3158
"G4201330130","1970","Pennsylvania","42","York","133","Hopewell Township","130",,,,,"9280",,,,,,,"Hopewell Township",1728
"G4201330135","1970","Pennsylvania","42","York","133","Jackson Township","135",,,,,"9280",,,,,,,"Jackson Township",3931
"G4201330140","1970","Pennsylvania","42","York","133","Jacobus Borough","140",,,,,"9280",,,,,,,"Jacobus Borough",1360
"G4201330145","1970","Pennsylvania","42","York","133","Jefferson Borough","145",,,,,"9280",,,,,,,"Jefferson Borough",540
"G4201330150","1970","Pennsylvania","42","York","133","Lewisberry Borough","150",,,,,"9280",,,,,,,"Lewisberry Borough",490
"G4201330155","1970","Pennsylvania","42","York","133","Loganville Borough","155",,,,,"9280",,,,,,,"Loganville Borough",921
"G4201330160","1970","Pennsylvania","42","York","133","Lower Chanceford Township","160",,,,,"9280",,,,,,,"Lower Chanceford Township",1759
"G4201330165","1970","Pennsylvania","42","York","133","Lower Windsor Township","165",,,,,"9280",,,,,,,"Lower Windsor Township",3879
"G4201330170","1970","Pennsylvania","42","York","133","Manchester Borough","170",,,,,"9280",,,,,,,"Manchester Borough",2391
"G4201330175","1970","Pennsylvania","42","York","133","Manchester Township","175",,,,,"9280",,,,,,,"Manchester Township",6979
"G4201330180","1970","Pennsylvania","42","York","133","Manheim Township","180",,,,,"9280",,,,,,,"Manheim Township",1566
"G4201330185","1970","Pennsylvania","42","York","133","Monaghan Township","185",,,,,"9280",,,,,,,"Monaghan Township",1134
"G4201330190","1970","Pennsylvania","42","York","133","Mount Wolf Borough","190",,,,,"9280",,,,,,,"Mount Wolf Borough",1811
"G4201330193","1970","Pennsylvania","42","York","133","Newberry Township","193",,,,,"9280",,,,,,,"Newberry Township",5978
"G4201330195","1970","Pennsylvania","42","York","133","New Freedom Borough","195",,,,,"9280",,,,,,,"New Freedom Borough",1495
"G4201330200","1970","Pennsylvania","42","York","133","New Salem Borough","200",,,,,"9280",,,,,,,"New Salem Borough",384
"G4201330210","1970","Pennsylvania","42","York","133","North Codorus Township","210",,,,,"9280",,,,,,,"North Codorus Township",4514
"G4201330215","1970","Pennsylvania","42","York","133","North Hopewell Township","215",,,,,"9280",,,,,,,"North Hopewell Township",1193
"G4201330220","1970","Pennsylvania","42","York","133","North York Borough","220",,,,,"9280",,,,,,,"North York Borough",2032
"G4201330225","1970","Pennsylvania","42","York","133","Paradise Township","225",,,,,"9280",,,,,,,"Paradise Township",2165
"G4201330230","1970","Pennsylvania","42","York","133","Peach Bottom Township","230",,,,,"9280",,,,,,,"Peach Bottom Township",1424
"G4201330235","1970","Pennsylvania","42","York","133","Penn Township","235",,,,,"9280",,,,,,,"Penn Township",8154
"G4201330240","1970","Pennsylvania","42","York","133","Railroad Borough","240",,,,,"9280",,,,,,,"Railroad Borough",308
"G4201330245","1970","Pennsylvania","42","York","133","Red Lion Borough","245",,,,,"9280",,,,,,,"Red Lion Borough",5645
"G4201330250","1970","Pennsylvania","42","York","133","Seven Valleys Borough","250",,,,,"9280",,,,,,,"Seven Valleys Borough",688
"G4201330255","1970","Pennsylvania","42","York","133","Shrewsbury Borough","255",,,,,"9280",,,,,,,"Shrewsbury Borough",1716
"G4201330260","1970","Pennsylvania","42","York","133","Shrewsbury Township","260",,,,,"9280",,,,,,,"Shrewsbury Township",2578
"G4201330265","1970","Pennsylvania","42","York","133","Springettsbury Township","265",,,,,"9280",,,,,,,"Springettsbury Township",19399
"G4201330270","1970","Pennsylvania","42","York","133","Springfield Township","270",,,,,"9280",,,,,,,"Springfield Township",2221
"G4201330275","1970","Pennsylvania","42","York","133","Spring Garden Township","275",,,,,"9280",,,,,,,"Spring Garden Township",12443
"G4201330280","1970","Pennsylvania","42","York","133","Spring Grove Borough","280",,,,,"9280",,,,,,,"Spring Grove Borough",1669
"G4201330285","1970","Pennsylvania","42","York","133","Stewartstown Borough","285",,,,,"9280",,,,,,,"Stewartstown Borough",1157
"G4201330290","1970","Pennsylvania","42","York","133","Warrington Township","290",,,,,"9280",,,,,,,"Warrington Township",2494
"G4201330295","1970","Pennsylvania","42","York","133","Washington Township","295",,,,,"9280",,,,,,,"Washington Township",1365
"G4201330300","1970","Pennsylvania","42","York","133","Wellsville Borough","300",,,,,"9280",,,,,,,"Wellsville Borough",346
"G4201330305","1970","Pennsylvania","42","York","133","West Manchester Township","305",,,,,"9280",,,,,,,"West Manchester Township",12257
"G4201330310","1970","Pennsylvania","42","York","133","West Manheim Township","310",,,,,"9280",,,,,,,"West Manheim Township",2246
"G4201330315","1970","Pennsylvania","42","York","133","West York Borough","315",,,,,"9280",,,,,,,"West York Borough",5314
"G4201330320","1970","Pennsylvania","42","York","133","Windsor Borough","320",,,,,"9280",,,,,,,"Windsor Borough",1298
"G4201330325","1970","Pennsylvania","42","York","133","Windsor Township","325",,,,,"9280",,,,,,,"Windsor Township",6672
"G4201330330","1970","Pennsylvania","42","York","133","Winterstown Borough","330",,,,,"9280",,,,,,,"Winterstown Borough",424
"G4201330335","1970","Pennsylvania","42","York","133","Wrightsville Borough","335",,,,,"9280",,,,,,,"Wrightsville Borough",2668
"G4201330340","1970","Pennsylvania","42","York","133","Yoe Borough","340",,,,,"9280",,,,,,,"Yoe Borough",790
"G4201330342","1970","Pennsylvania","42","York","133","Yorkana Borough","342",,,,,"9280",,,,,,,"Yorkana Borough",262
"G4201330345","1970","Pennsylvania","42","York","133","York City","345",,,,,"9280",,,,,,,"York City",50335
"G4201330347","1970","Pennsylvania","42","York","133","York Haven Borough","347",,,,,"9280",,,,,,,"York Haven Borough",671
"G4201330350","1970","Pennsylvania","42","York","133","York Township","350",,,,,"9280",,,,,,,"York Township",12702
"G4400010005","1970","Rhode Island","44","Bristol","001","Barrington Town","005",,,,,"6480",,,,,,,"Barrington Town",17554
"G4400010010","1970","Rhode Island","44","Bristol","001","Bristol Town","010",,,,,"6480",,,,,,,"Bristol Town",17860
"G4400010015","1970","Rhode Island","44","Bristol","001","Warren Town","015",,,,,"6480",,,,,,,"Warren Town",10523
"G4400030005","1970","Rhode Island","44","Kent","003","Coventry Town","005",,,,,"6480",,,,,,,"Coventry Town",22947
"G4400030010","1970","Rhode Island","44","Kent","003","East Greenwich Town","010",,,,,"6480",,,,,,,"East Greenwich Town",9577
"G4400030015","1970","Rhode Island","44","Kent","003","Warwick City","015",,,,,"6480",,,,,,,"Warwick City",83694
"G4400030020","1970","Rhode Island","44","Kent","003","West Greenwich Town","020",,,,,,,,,,,,"West Greenwich Town",1841
"G4400030025","1970","Rhode Island","44","Kent","003","West Warwick Town","025",,,,,"6480",,,,,,,"West Warwick Town",24323
"G4400050005","1970","Rhode Island","44","Newport","005","Jamestown Town","005",,,,,"6480",,,,,,,"Jamestown Town",2911
"G4400050010","1970","Rhode Island","44","Newport","005","Little Compton Town","010",,,,,,,,,,,,"Little Compton Town",2385
"G4400050015","1970","Rhode Island","44","Newport","005","Middletown Town","015",,,,,,,,,,,,"Middletown Town",29621
"G4400050020","1970","Rhode Island","44","Newport","005","Newport City","020",,,,,,,,,,,,"Newport City",34562
"G4400050030","1970","Rhode Island","44","Newport","005","Portsmouth Town","030",,,,,,,,,,,,"Portsmouth Town",12521
"G4400050035","1970","Rhode Island","44","Newport","005","Tiverton Town","035",,,,,"2480",,,,,,,"Tiverton Town",12559
"G4400070005","1970","Rhode Island","44","Providence","007","Burrillville Town","005",,,,,"6480",,,,,,,"Burrillville Town",10087
"G4400070010","1970","Rhode Island","44","Providence","007","Central Falls City","010",,,,,"6480",,,,,,,"Central Falls City",18716
"G4400070015","1970","Rhode Island","44","Providence","007","Cranston City","015",,,,,"6480",,,,,,,"Cranston City",73037
"G4400070020","1970","Rhode Island","44","Providence","007","Cumberland Town","020",,,,,"6480",,,,,,,"Cumberland Town",26605
"G4400070025","1970","Rhode Island","44","Providence","007","East Providence City","025",,,,,"6480",,,,,,,"East Providence City",48151
"G4400070030","1970","Rhode Island","44","Providence","007","Foster Town","030",,,,,,,,,,,,"Foster Town",2626
"G4400070035","1970","Rhode Island","44","Providence","007","Glocester Town","035",,,,,,,,,,,,"Glocester Town",5160
"G4400070040","1970","Rhode Island","44","Providence","007","Johnston Town","040",,,,,"6480",,,,,,,"Johnston Town",22037
"G4400070045","1970","Rhode Island","44","Providence","007","Lincoln Town","045",,,,,"6480",,,,,,,"Lincoln Town",16182
"G4400070050","1970","Rhode Island","44","Providence","007","North Providence Town","050",,,,,"6480",,,,,,,"North Providence Town",24337
"G4400070055","1970","Rhode Island","44","Providence","007","North Smithfield Town","055",,,,,"6480",,,,,,,"North Smithfield Town",9349
"G4400070060","1970","Rhode Island","44","Providence","007","Pawtucket City","060",,,,,"6480",,,,,,,"Pawtucket City",76984
"G4400070065","1970","Rhode Island","44","Providence","007","Providence City","065",,,,,"6480",,,,,,,"Providence City",179213
"G4400070070","1970","Rhode Island","44","Providence","007","Scituate Town","070",,,,,,,,,,,,"Scituate Town",7489
"G4400070075","1970","Rhode Island","44","Providence","007","Smithfield Town","075",,,,,"6480",,,,,,,"Smithfield Town",13468
"G4400070080","1970","Rhode Island","44","Providence","007","Woonsocket City","080",,,,,"6480",,,,,,,"Woonsocket City",46820
"G4400090005","1970","Rhode Island","44","Washington","009","Charlestown Town","005",,,,,,,,,,,,"Charlestown Town",2863
"G4400090010","1970","Rhode Island","44","Washington","009","Exeter Town","010",,,,,,,,,,,,"Exeter Town",3245
"G4400090015","1970","Rhode Island","44","Washington","009","Hopkinton Town","015",,,,,,,,,,,,"Hopkinton Town",5392
"G4400090020","1970","Rhode Island","44","Washington","009","Narragansett Town","020",,,,,"6480",,,,,,,"Narragansett Town",7138
"G4400090022","1970","Rhode Island","44","Washington","009","New Shoreham Town","022",,,,,,,,,,,,"New Shoreham Town",489
"G4400090025","1970","Rhode Island","44","Washington","009","North Kingstown Town","025",,,,,"6480",,,,,,,"North Kingstown Town",27673
"G4400090030","1970","Rhode Island","44","Washington","009","Richmond Town","030",,,,,,,,,,,,"Richmond Town",2625
"G4400090035","1970","Rhode Island","44","Washington","009","South Kingstown Town","035",,,,,,,,,,,,"South Kingstown Town",16913
"G4400090040","1970","Rhode Island","44","Washington","009","Westerly Town","040",,,,,,,,,,,,"Westerly Town",17248
"G4500010005","1970","South Carolina","45","Abbeville","001","Abbeville Division","005",,,,,,,,,,,,"Abbeville Division",9742
"G4500010010","1970","South Carolina","45","Abbeville","001","Antreville-Lowndesville Division","010",,,,,,,,,,,,"Antreville-Lowndesville Division",2305
"G4500010015","1970","South Carolina","45","Abbeville","001","Calhoun Falls Division","015",,,,,,,,,,,,"Calhoun Falls Division",3253
"G4500010020","1970","South Carolina","45","Abbeville","001","Donalds Division","020",,,,,,,,,,,,"Donalds Division",2475
"G4500010025","1970","South Carolina","45","Abbeville","001","Due West Division","025",,,,,,,,,,,,"Due West Division",3337
"G4500030005","1970","South Carolina","45","Aiken","003","Aiken Division","005",,,,,"0600",,,,,,,"Aiken Division",17974
"G4500030010","1970","South Carolina","45","Aiken","003","Aiken North Division","010",,,,,"0600",,,,,,,"Aiken North Division",6789
"G4500030015","1970","South Carolina","45","Aiken","003","Aiken South Division","015",,,,,"0600",,,,,,,"Aiken South Division",6682
"G4500030020","1970","South Carolina","45","Aiken","003","Beech Island Division","020",,,,,"0600",,,,,,,"Beech Island Division",3884
"G4500030025","1970","South Carolina","45","Aiken","003","Edisto-Shaws Division","025",,,,,"0600",,,,,,,"Edisto-Shaws Division",2186
"G4500030030","1970","South Carolina","45","Aiken","003","Jackson Division","030",,,,,"0600",,,,,,,"Jackson Division",2929
"G4500030035","1970","South Carolina","45","Aiken","003","Langley Division","035",,,,,"0600",,,,,,,"Langley Division",14423
"G4500030040","1970","South Carolina","45","Aiken","003","Monetta Division","040",,,,,"0600",,,,,,,"Monetta Division",2460
"G4500030045","1970","South Carolina","45","Aiken","003","New Ellenton Division","045",,,,,"0600",,,,,,,"New Ellenton Division",5276
"G4500030050","1970","South Carolina","45","Aiken","003","North Augusta Division","050",,,,,"0600",,,,,,,"North Augusta Division",21844
"G4500030055","1970","South Carolina","45","Aiken","003","Salley Division","055",,,,,"0600",,,,,,,"Salley Division",2149
"G4500030060","1970","South Carolina","45","Aiken","003","Wagener Division","060",,,,,"0600",,,,,,,"Wagener Division",2942
"G4500030065","1970","South Carolina","45","Aiken","003","Windsor Division","065",,,,,"0600",,,,,,,"Windsor Division",1485
"G4500050005","1970","South Carolina","45","Allendale","005","Allendale Division","005",,,,,,,,,,,,"Allendale Division",4776
"G4500050010","1970","South Carolina","45","Allendale","005","Fairfax Division","010",,,,,,,,,,,,"Fairfax Division",2789
"G4500050015","1970","South Carolina","45","Allendale","005","Martin-Millett Division","015",,,,,,,,,,,,"Martin-Millett Division",552
"G4500050020","1970","South Carolina","45","Allendale","005","Sycamore Division","020",,,,,,,,,,,,"Sycamore Division",1575
"G4500070005","1970","South Carolina","45","Anderson","007","Anderson Division","005",,,,,,,,,,,,"Anderson Division",27556
"G4500070010","1970","South Carolina","45","Anderson","007","Anderson North Division","010",,,,,,,,,,,,"Anderson North Division",8977
"G4500070015","1970","South Carolina","45","Anderson","007","Anderson South Division","015",,,,,,,,,,,,"Anderson South Division",16718
"G4500070020","1970","South Carolina","45","Anderson","007","Belton Division","020",,,,,,,,,,,,"Belton Division",5257
"G4500070025","1970","South Carolina","45","Anderson","007","Belton East Division","025",,,,,,,,,,,,"Belton East Division",905
"G4500070030","1970","South Carolina","45","Anderson","007","Belton West Division","030",,,,,,,,,,,,"Belton West Division",4355
"G4500070035","1970","South Carolina","45","Anderson","007","Brushy Creek Division","035",,,,,,,,,,,,"Brushy Creek Division",5563
"G4500070040","1970","South Carolina","45","Anderson","007","Fork Division","040",,,,,,,,,,,,"Fork Division",1687
"G4500070045","1970","South Carolina","45","Anderson","007","Honea Path Division","045",,,,,,,,,,,,"Honea Path Division",6876
"G4500070050","1970","South Carolina","45","Anderson","007","Iva Division","050",,,,,,,,,,,,"Iva Division",4490
"G4500070055","1970","South Carolina","45","Anderson","007","Pelzer Division","055",,,,,,,,,,,,"Pelzer Division",4237
"G4500070060","1970","South Carolina","45","Anderson","007","Pendleton East Division","060",,,,,,,,,,,,"Pendleton East Division",4439
"G4500070065","1970","South Carolina","45","Anderson","007","Pendleton West Division","065",,,,,,,,,,,,"Pendleton West Division",4024
